"Step","2of3 - accuracy","2of3 - accuracy__MIN","2of3 - accuracy__MAX","2of3 - test_accuracy","2of3 - test_accuracy__MIN","2of3 - test_accuracy__MAX","2of3 - err1","2of3 - err1__MIN","2of3 - err1__MAX","2of3 - err2","2of3 - err2__MIN","2of3 - err2__MAX","2of3 - test_err1","2of3 - test_err1__MIN","2of3 - test_err1__MAX","2of3 - test_err2","2of3 - test_err2__MIN","2of3 - test_err2__MAX","2of3 - loss","2of3 - loss__MIN","2of3 - loss__MAX","1of3 - accuracy","1of3 - accuracy__MIN","1of3 - accuracy__MAX","1of3 - test_accuracy","1of3 - test_accuracy__MIN","1of3 - test_accuracy__MAX","1of3 - err1","1of3 - err1__MIN","1of3 - err1__MAX","1of3 - err2","1of3 - err2__MIN","1of3 - err2__MAX","1of3 - test_err1","1of3 - test_err1__MIN","1of3 - test_err1__MAX","1of3 - test_err2","1of3 - test_err2__MIN","1of3 - test_err2__MAX","1of3 - loss","1of3 - loss__MIN","1of3 - loss__MAX","0of3 - accuracy","0of3 - accuracy__MIN","0of3 - accuracy__MAX","0of3 - test_accuracy","0of3 - test_accuracy__MIN","0of3 - test_accuracy__MAX","0of3 - err1","0of3 - err1__MIN","0of3 - err1__MAX","0of3 - err2","0of3 - err2__MIN","0of3 - err2__MAX","0of3 - test_err1","0of3 - test_err1__MIN","0of3 - test_err1__MAX","0of3 - test_err2","0of3 - test_err2__MIN","0of3 - test_err2__MAX","0of3 - loss","0of3 - loss__MIN","0of3 - loss__MAX"
"82","0.75","0.75","0.75","0.7490234375","0.7490234375","0.7490234375","0.25","0.25","0.25","0","0","0","0.2509765625","0.2509765625","0.2509765625","0","0","0","0.09029315420775674","0.09029315420775674","0.09029315420775674","0.748046875","0.748046875","0.748046875","0.6572265625","0.6572265625","0.6572265625","0.25","0.25","0.25","0.001953125","0.001953125","0.001953125","0.3427734375","0.3427734375","0.3427734375","0","0","0","0.09460533666424453","0.09460533666424453","0.09460533666424453","0.7451171875","0.7451171875","0.7451171875","0.7509765625","0.7509765625","0.7509765625","0.2529296875","0.2529296875","0.2529296875","0.001953125","0.001953125","0.001953125","0.2490234375","0.2490234375","0.2490234375","0","0","0","0.10431296509341337","0.10431296509341337","0.10431296509341337"
"83","0.775390625","0.775390625","0.775390625","0.7451171875","0.7451171875","0.7451171875","0.224609375","0.224609375","0.224609375","0","0","0","0.2548828125","0.2548828125","0.2548828125","0","0","0","0.08261195225350093","0.08261195225350093","0.08261195225350093","0.7568359375","0.7568359375","0.7568359375","0.78125","0.78125","0.78125","0.2421875","0.2421875","0.2421875","0.0009765625","0.0009765625","0.0009765625","0.2177734375","0.2177734375","0.2177734375","0.0009765625","0.0009765625","0.0009765625","0.08506489302089904","0.08506489302089904","0.08506489302089904","0.7666015625","0.7666015625","0.7666015625","0.7158203125","0.7158203125","0.7158203125","0.232421875","0.232421875","0.232421875","0.0009765625","0.0009765625","0.0009765625","0.2841796875","0.2841796875","0.2841796875","0","0","0","0.09072637864301214","0.09072637864301214","0.09072637864301214"
"84","0.7626953125","0.7626953125","0.7626953125","0.7822265625","0.7822265625","0.7822265625","0.2373046875","0.2373046875","0.2373046875","0","0","0","0.2158203125","0.2158203125","0.2158203125","0.001953125","0.001953125","0.001953125","0.08800960714143002","0.08800960714143002","0.08800960714143002","0.7412109375","0.7412109375","0.7412109375","0.826171875","0.826171875","0.826171875","0.2578125","0.2578125","0.2578125","0.0009765625","0.0009765625","0.0009765625","0.1728515625","0.1728515625","0.1728515625","0.0009765625","0.0009765625","0.0009765625","0.09079329268570291","0.09079329268570291","0.09079329268570291","0.740234375","0.740234375","0.740234375","0.7353515625","0.7353515625","0.7353515625","0.2587890625","0.2587890625","0.2587890625","0.0009765625","0.0009765625","0.0009765625","0.2646484375","0.2646484375","0.2646484375","0","0","0","0.09182957811572123","0.09182957811572123","0.09182957811572123"
"85","0.755859375","0.755859375","0.755859375","0.8212890625","0.8212890625","0.8212890625","0.2421875","0.2421875","0.2421875","0.001953125","0.001953125","0.001953125","0.1767578125","0.1767578125","0.1767578125","0.001953125","0.001953125","0.001953125","0.10158091453195084","0.10158091453195084","0.10158091453195084","0.736328125","0.736328125","0.736328125","0.732421875","0.732421875","0.732421875","0.2587890625","0.2587890625","0.2587890625","0.0048828125","0.0048828125","0.0048828125","0.267578125","0.267578125","0.267578125","0","0","0","0.09664725630136672","0.09664725630136672","0.09664725630136672","0.7626953125","0.7626953125","0.7626953125","0.771484375","0.771484375","0.771484375","0.236328125","0.236328125","0.236328125","0.0009765625","0.0009765625","0.0009765625","0.2275390625","0.2275390625","0.2275390625","0.0009765625","0.0009765625","0.0009765625","0.0914301636039454","0.0914301636039454","0.0914301636039454"
"86","0.7509765625","0.7509765625","0.7509765625","0.8095703125","0.8095703125","0.8095703125","0.2470703125","0.2470703125","0.2470703125","0.001953125","0.001953125","0.001953125","0.1884765625","0.1884765625","0.1884765625","0.001953125","0.001953125","0.001953125","0.10197708239138592","0.10197708239138592","0.10197708239138592","0.7548828125","0.7548828125","0.7548828125","0.82421875","0.82421875","0.82421875","0.2451171875","0.2451171875","0.2451171875","0","0","0","0.1748046875","0.1748046875","0.1748046875","0.0009765625","0.0009765625","0.0009765625","0.09361777251615422","0.09361777251615422","0.09361777251615422","0.74609375","0.74609375","0.74609375","0.7509765625","0.7509765625","0.7509765625","0.2529296875","0.2529296875","0.2529296875","0.0009765625","0.0009765625","0.0009765625","0.248046875","0.248046875","0.248046875","0.0009765625","0.0009765625","0.0009765625","0.09862506458011921","0.09862506458011921","0.09862506458011921"
"87","0.7529296875","0.7529296875","0.7529296875","0.79296875","0.79296875","0.79296875","0.24609375","0.24609375","0.24609375","0.0009765625","0.0009765625","0.0009765625","0.20703125","0.20703125","0.20703125","0","0","0","0.09398511447943747","0.09398511447943747","0.09398511447943747","0.7587890625","0.7587890625","0.7587890625","0.8037109375","0.8037109375","0.8037109375","0.2392578125","0.2392578125","0.2392578125","0.001953125","0.001953125","0.001953125","0.193359375","0.193359375","0.193359375","0.0029296875","0.0029296875","0.0029296875","0.10063912649638951","0.10063912649638951","0.10063912649638951","0.748046875","0.748046875","0.748046875","0.697265625","0.697265625","0.697265625","0.251953125","0.251953125","0.251953125","0","0","0","0.302734375","0.302734375","0.302734375","0","0","0","0.09219535003649071","0.09219535003649071","0.09219535003649071"
"88","0.7578125","0.7578125","0.7578125","0.6884765625","0.6884765625","0.6884765625","0.240234375","0.240234375","0.240234375","0.001953125","0.001953125","0.001953125","0.3115234375","0.3115234375","0.3115234375","0","0","0","0.10222267017525155","0.10222267017525155","0.10222267017525155","0.7646484375","0.7646484375","0.7646484375","0.677734375","0.677734375","0.677734375","0.234375","0.234375","0.234375","0.0009765625","0.0009765625","0.0009765625","0.322265625","0.322265625","0.322265625","0","0","0","0.09359134831902338","0.09359134831902338","0.09359134831902338","0.740234375","0.740234375","0.740234375","0.744140625","0.744140625","0.744140625","0.2578125","0.2578125","0.2578125","0.001953125","0.001953125","0.001953125","0.255859375","0.255859375","0.255859375","0","0","0","0.09302908342215233","0.09302908342215233","0.09302908342215233"
"89","0.755859375","0.755859375","0.755859375","0.841796875","0.841796875","0.841796875","0.244140625","0.244140625","0.244140625","0","0","0","0.15625","0.15625","0.15625","0.001953125","0.001953125","0.001953125","0.09091053824522533","0.09091053824522533","0.09091053824522533","0.7578125","0.7578125","0.7578125","0.775390625","0.775390625","0.775390625","0.2412109375","0.2412109375","0.2412109375","0.0009765625","0.0009765625","0.0009765625","0.22265625","0.22265625","0.22265625","0.001953125","0.001953125","0.001953125","0.08447927699671709","0.08447927699671709","0.08447927699671709","0.767578125","0.767578125","0.767578125","0.74609375","0.74609375","0.74609375","0.232421875","0.232421875","0.232421875","0","0","0","0.25390625","0.25390625","0.25390625","0","0","0","0.08453245604323456","0.08453245604323456","0.08453245604323456"
"90","0.765625","0.765625","0.765625","0.748046875","0.748046875","0.748046875","0.2333984375","0.2333984375","0.2333984375","0.0009765625","0.0009765625","0.0009765625","0.2509765625","0.2509765625","0.2509765625","0.0009765625","0.0009765625","0.0009765625","0.0997083321417449","0.0997083321417449","0.0997083321417449","0.759765625","0.759765625","0.759765625","0.76953125","0.76953125","0.76953125","0.2373046875","0.2373046875","0.2373046875","0.0029296875","0.0029296875","0.0029296875","0.228515625","0.228515625","0.228515625","0.001953125","0.001953125","0.001953125","0.09023669388261624","0.09023669388261624","0.09023669388261624","0.765625","0.765625","0.765625","0.6875","0.6875","0.6875","0.2333984375","0.2333984375","0.2333984375","0.0009765625","0.0009765625","0.0009765625","0.310546875","0.310546875","0.310546875","0.001953125","0.001953125","0.001953125","0.08914935556822456","0.08914935556822456","0.08914935556822456"
"91","0.7509765625","0.7509765625","0.7509765625","0.767578125","0.767578125","0.767578125","0.2470703125","0.2470703125","0.2470703125","0.001953125","0.001953125","0.001953125","0.232421875","0.232421875","0.232421875","0","0","0","0.09951191579239094","0.09951191579239094","0.09951191579239094","0.759765625","0.759765625","0.759765625","0.724609375","0.724609375","0.724609375","0.2392578125","0.2392578125","0.2392578125","0.0009765625","0.0009765625","0.0009765625","0.275390625","0.275390625","0.275390625","0","0","0","0.09311772610453772","0.09311772610453772","0.09311772610453772","0.7431640625","0.7431640625","0.7431640625","0.73046875","0.73046875","0.73046875","0.2548828125","0.2548828125","0.2548828125","0.001953125","0.001953125","0.001953125","0.26953125","0.26953125","0.26953125","0","0","0","0.09426786506810458","0.09426786506810458","0.09426786506810458"
"92","0.748046875","0.748046875","0.748046875","0.74609375","0.74609375","0.74609375","0.25","0.25","0.25","0.001953125","0.001953125","0.001953125","0.25390625","0.25390625","0.25390625","0","0","0","0.10474770121072652","0.10474770121072652","0.10474770121072652","0.75390625","0.75390625","0.75390625","0.83984375","0.83984375","0.83984375","0.24609375","0.24609375","0.24609375","0","0","0","0.16015625","0.16015625","0.16015625","0","0","0","0.09574139275355265","0.09574139275355265","0.09574139275355265","0.7578125","0.7578125","0.7578125","0.767578125","0.767578125","0.767578125","0.2421875","0.2421875","0.2421875","0","0","0","0.2314453125","0.2314453125","0.2314453125","0.0009765625","0.0009765625","0.0009765625","0.10063154364615912","0.10063154364615912","0.10063154364615912"
"93","0.7451171875","0.7451171875","0.7451171875","0.818359375","0.818359375","0.818359375","0.2529296875","0.2529296875","0.2529296875","0.001953125","0.001953125","0.001953125","0.1806640625","0.1806640625","0.1806640625","0.0009765625","0.0009765625","0.0009765625","0.0939415266548167","0.0939415266548167","0.0939415266548167","0.755859375","0.755859375","0.755859375","0.7763671875","0.7763671875","0.7763671875","0.2431640625","0.2431640625","0.2431640625","0.0009765625","0.0009765625","0.0009765625","0.2236328125","0.2236328125","0.2236328125","0","0","0","0.08890255737060215","0.08890255737060215","0.08890255737060215","0.751953125","0.751953125","0.751953125","0.79296875","0.79296875","0.79296875","0.2470703125","0.2470703125","0.2470703125","0.0009765625","0.0009765625","0.0009765625","0.2060546875","0.2060546875","0.2060546875","0.0009765625","0.0009765625","0.0009765625","0.08672369695705129","0.08672369695705129","0.08672369695705129"
"94","0.783203125","0.783203125","0.783203125","0.7509765625","0.7509765625","0.7509765625","0.216796875","0.216796875","0.216796875","0","0","0","0.2490234375","0.2490234375","0.2490234375","0","0","0","0.0838391776123899","0.0838391776123899","0.0838391776123899","0.7666015625","0.7666015625","0.7666015625","0.7451171875","0.7451171875","0.7451171875","0.2314453125","0.2314453125","0.2314453125","0.001953125","0.001953125","0.001953125","0.25390625","0.25390625","0.25390625","0.0009765625","0.0009765625","0.0009765625","0.0883076215031906","0.0883076215031906","0.0883076215031906","0.78125","0.78125","0.78125","0.734375","0.734375","0.734375","0.2177734375","0.2177734375","0.2177734375","0.0009765625","0.0009765625","0.0009765625","0.265625","0.265625","0.265625","0","0","0","0.0869489437318407","0.0869489437318407","0.0869489437318407"
"95","0.7763671875","0.7763671875","0.7763671875","0.7646484375","0.7646484375","0.7646484375","0.2236328125","0.2236328125","0.2236328125","0","0","0","0.234375","0.234375","0.234375","0.0009765625","0.0009765625","0.0009765625","0.08376990773103898","0.08376990773103898","0.08376990773103898","0.724609375","0.724609375","0.724609375","0.755859375","0.755859375","0.755859375","0.2744140625","0.2744140625","0.2744140625","0.0009765625","0.0009765625","0.0009765625","0.2431640625","0.2431640625","0.2431640625","0.0009765625","0.0009765625","0.0009765625","0.09819833618530538","0.09819833618530538","0.09819833618530538","0.7646484375","0.7646484375","0.7646484375","0.78125","0.78125","0.78125","0.234375","0.234375","0.234375","0.0009765625","0.0009765625","0.0009765625","0.21875","0.21875","0.21875","0","0","0","0.0846670895407442","0.0846670895407442","0.0846670895407442"
"96","0.771484375","0.771484375","0.771484375","0.7578125","0.7578125","0.7578125","0.228515625","0.228515625","0.228515625","0","0","0","0.2412109375","0.2412109375","0.2412109375","0.0009765625","0.0009765625","0.0009765625","0.08529904008173617","0.08529904008173617","0.08529904008173617","0.7822265625","0.7822265625","0.7822265625","0.751953125","0.751953125","0.751953125","0.216796875","0.216796875","0.216796875","0.0009765625","0.0009765625","0.0009765625","0.24609375","0.24609375","0.24609375","0.001953125","0.001953125","0.001953125","0.08563307649455965","0.08563307649455965","0.08563307649455965","0.7763671875","0.7763671875","0.7763671875","0.74609375","0.74609375","0.74609375","0.22265625","0.22265625","0.22265625","0.0009765625","0.0009765625","0.0009765625","0.25390625","0.25390625","0.25390625","0","0","0","0.08373180198395858","0.08373180198395858","0.08373180198395858"
"97","0.7802734375","0.7802734375","0.7802734375","0.8291015625","0.8291015625","0.8291015625","0.216796875","0.216796875","0.216796875","0.0029296875","0.0029296875","0.0029296875","0.169921875","0.169921875","0.169921875","0.0009765625","0.0009765625","0.0009765625","0.07715072196151596","0.07715072196151596","0.07715072196151596","0.7548828125","0.7548828125","0.7548828125","0.732421875","0.732421875","0.732421875","0.2431640625","0.2431640625","0.2431640625","0.001953125","0.001953125","0.001953125","0.267578125","0.267578125","0.267578125","0","0","0","0.09495389785570296","0.09495389785570296","0.09495389785570296","0.75390625","0.75390625","0.75390625","0.7822265625","0.7822265625","0.7822265625","0.244140625","0.244140625","0.244140625","0.001953125","0.001953125","0.001953125","0.2177734375","0.2177734375","0.2177734375","0","0","0","0.09057315285463119","0.09057315285463119","0.09057315285463119"
"98","0.7744140625","0.7744140625","0.7744140625","0.8466796875","0.8466796875","0.8466796875","0.224609375","0.224609375","0.224609375","0.0009765625","0.0009765625","0.0009765625","0.1533203125","0.1533203125","0.1533203125","0","0","0","0.08693435521126958","0.08693435521126958","0.08693435521126958","0.7646484375","0.7646484375","0.7646484375","0.8115234375","0.8115234375","0.8115234375","0.234375","0.234375","0.234375","0.0009765625","0.0009765625","0.0009765625","0.1884765625","0.1884765625","0.1884765625","0","0","0","0.08735310714109801","0.08735310714109801","0.08735310714109801","0.7822265625","0.7822265625","0.7822265625","0.796875","0.796875","0.796875","0.2158203125","0.2158203125","0.2158203125","0.001953125","0.001953125","0.001953125","0.2021484375","0.2021484375","0.2021484375","0.0009765625","0.0009765625","0.0009765625","0.09193141257856041","0.09193141257856041","0.09193141257856041"
"99","0.7900390625","0.7900390625","0.7900390625","0.689453125","0.689453125","0.689453125","0.208984375","0.208984375","0.208984375","0.0009765625","0.0009765625","0.0009765625","0.310546875","0.310546875","0.310546875","0","0","0","0.08596645832221839","0.08596645832221839","0.08596645832221839","0.7900390625","0.7900390625","0.7900390625","0.72265625","0.72265625","0.72265625","0.208984375","0.208984375","0.208984375","0.0009765625","0.0009765625","0.0009765625","0.2763671875","0.2763671875","0.2763671875","0.0009765625","0.0009765625","0.0009765625","0.08489609806565568","0.08489609806565568","0.08489609806565568","0.8115234375","0.8115234375","0.8115234375","0.80078125","0.80078125","0.80078125","0.1884765625","0.1884765625","0.1884765625","0","0","0","0.1943359375","0.1943359375","0.1943359375","0.0048828125","0.0048828125","0.0048828125","0.08072926329623442","0.08072926329623442","0.08072926329623442"
