"Step","2of3-test_accuracy","2of3-test_accuracy__MIN","2of3-test_accuracy__MAX","2of3-accuracy","2of3-accuracy__MIN","2of3-accuracy__MAX","2of3-test_err1","2of3-test_err1__MIN","2of3-test_err1__MAX","2of3-test_err2","2of3-test_err2__MIN","2of3-test_err2__MAX","2of3-err1","2of3-err1__MIN","2of3-err1__MAX","2of3-err2","2of3-err2__MIN","2of3-err2__MAX","2of3-loss","2of3-loss__MIN","2of3-loss__MAX","1of3-test_accuracy","1of3-test_accuracy__MIN","1of3-test_accuracy__MAX","1of3-accuracy","1of3-accuracy__MIN","1of3-accuracy__MAX","1of3-test_err1","1of3-test_err1__MIN","1of3-test_err1__MAX","1of3-test_err2","1of3-test_err2__MIN","1of3-test_err2__MAX","1of3-err1","1of3-err1__MIN","1of3-err1__MAX","1of3-err2","1of3-err2__MIN","1of3-err2__MAX","1of3-loss","1of3-loss__MIN","1of3-loss__MAX","0of3-test_accuracy","0of3-test_accuracy__MIN","0of3-test_accuracy__MAX","0of3-accuracy","0of3-accuracy__MIN","0of3-accuracy__MAX","0of3-test_err1","0of3-test_err1__MIN","0of3-test_err1__MAX","0of3-test_err2","0of3-test_err2__MIN","0of3-test_err2__MAX","0of3-err1","0of3-err1__MIN","0of3-err1__MAX","0of3-err2","0of3-err2__MIN","0of3-err2__MAX","0of3-loss","0of3-loss__MIN","0of3-loss__MAX"
"99","0.69921875","0.69921875","0.69921875","0.69140625","0.69140625","0.69140625","0.2978515625","0.2978515625","0.2978515625","0.0029296875","0.0029296875","0.0029296875","0.306640625","0.306640625","0.306640625","0.001953125","0.001953125","0.001953125","0.12184024837915786","0.12184024837915786","0.12184024837915786","0.7431640625","0.7431640625","0.7431640625","0.712890625","0.712890625","0.712890625","0.25390625","0.25390625","0.25390625","0.0029296875","0.0029296875","0.0029296875","0.2861328125","0.2861328125","0.2861328125","0.0009765625","0.0009765625","0.0009765625","0.11397810974449385","0.11397810974449385","0.11397810974449385","0.6552734375","0.6552734375","0.6552734375","0.6875","0.6875","0.6875","0.3427734375","0.3427734375","0.3427734375","0.001953125","0.001953125","0.001953125","0.3095703125","0.3095703125","0.3095703125","0.0029296875","0.0029296875","0.0029296875","0.1273376125463983","0.1273376125463983","0.1273376125463983"
"100","0.7099609375","0.7099609375","0.7099609375","0.6943359375","0.6943359375","0.6943359375","0.2890625","0.2890625","0.2890625","0.0009765625","0.0009765625","0.0009765625","0.3017578125","0.3017578125","0.3017578125","0.00390625","0.00390625","0.00390625","0.13043486479728017","0.13043486479728017","0.13043486479728017","0.6923828125","0.6923828125","0.6923828125","0.6826171875","0.6826171875","0.6826171875","0.3056640625","0.3056640625","0.3056640625","0.001953125","0.001953125","0.001953125","0.3134765625","0.3134765625","0.3134765625","0.00390625","0.00390625","0.00390625","0.1353935047663981","0.1353935047663981","0.1353935047663981","0.67578125","0.67578125","0.67578125","0.6591796875","0.6591796875","0.6591796875","0.3173828125","0.3173828125","0.3173828125","0.0068359375","0.0068359375","0.0068359375","0.3388671875","0.3388671875","0.3388671875","0.001953125","0.001953125","0.001953125","0.12904904346214607","0.12904904346214607","0.12904904346214607"
"101","0.681640625","0.681640625","0.681640625","0.6796875","0.6796875","0.6796875","0.314453125","0.314453125","0.314453125","0.00390625","0.00390625","0.00390625","0.3173828125","0.3173828125","0.3173828125","0.0029296875","0.0029296875","0.0029296875","0.12031033942184877","0.12031033942184877","0.12031033942184877","0.6767578125","0.6767578125","0.6767578125","0.697265625","0.697265625","0.697265625","0.322265625","0.322265625","0.322265625","0.0009765625","0.0009765625","0.0009765625","0.3017578125","0.3017578125","0.3017578125","0.0009765625","0.0009765625","0.0009765625","0.11132484934933018","0.11132484934933018","0.11132484934933018","0.5771484375","0.5771484375","0.5771484375","0.6953125","0.6953125","0.6953125","0.4228515625","0.4228515625","0.4228515625","0","0","0","0.302734375","0.302734375","0.302734375","0.001953125","0.001953125","0.001953125","0.11514505090599414","0.11514505090599414","0.11514505090599414"
"102","0.755859375","0.755859375","0.755859375","0.7177734375","0.7177734375","0.7177734375","0.234375","0.234375","0.234375","0.009765625","0.009765625","0.009765625","0.2802734375","0.2802734375","0.2802734375","0.001953125","0.001953125","0.001953125","0.11195853815297596","0.11195853815297596","0.11195853815297596","0.7763671875","0.7763671875","0.7763671875","0.6962890625","0.6962890625","0.6962890625","0.220703125","0.220703125","0.220703125","0.0029296875","0.0029296875","0.0029296875","0.302734375","0.302734375","0.302734375","0.0009765625","0.0009765625","0.0009765625","0.11565664294175804","0.11565664294175804","0.11565664294175804","0.701171875","0.701171875","0.701171875","0.6982421875","0.6982421875","0.6982421875","0.2978515625","0.2978515625","0.2978515625","0.0009765625","0.0009765625","0.0009765625","0.2998046875","0.2998046875","0.2998046875","0.001953125","0.001953125","0.001953125","0.1172242681204807","0.1172242681204807","0.1172242681204807"
"103","0.6357421875","0.6357421875","0.6357421875","0.6953125","0.6953125","0.6953125","0.361328125","0.361328125","0.361328125","0.0029296875","0.0029296875","0.0029296875","0.2998046875","0.2998046875","0.2998046875","0.0048828125","0.0048828125","0.0048828125","0.12526803513173945","0.12526803513173945","0.12526803513173945","0.767578125","0.767578125","0.767578125","0.689453125","0.689453125","0.689453125","0.232421875","0.232421875","0.232421875","0","0","0","0.3095703125","0.3095703125","0.3095703125","0.0009765625","0.0009765625","0.0009765625","0.11998449599195737","0.11998449599195737","0.11998449599195737","0.69921875","0.69921875","0.69921875","0.6923828125","0.6923828125","0.6923828125","0.296875","0.296875","0.296875","0.00390625","0.00390625","0.00390625","0.302734375","0.302734375","0.302734375","0.0048828125","0.0048828125","0.0048828125","0.11795887319021858","0.11795887319021858","0.11795887319021858"
"104","0.7373046875","0.7373046875","0.7373046875","0.6806640625","0.6806640625","0.6806640625","0.26171875","0.26171875","0.26171875","0.0009765625","0.0009765625","0.0009765625","0.31640625","0.31640625","0.31640625","0.0029296875","0.0029296875","0.0029296875","0.1279349350515986","0.1279349350515986","0.1279349350515986","0.6787109375","0.6787109375","0.6787109375","0.67578125","0.67578125","0.67578125","0.3193359375","0.3193359375","0.3193359375","0.001953125","0.001953125","0.001953125","0.318359375","0.318359375","0.318359375","0.005859375","0.005859375","0.005859375","0.13499994095764123","0.13499994095764123","0.13499994095764123","0.705078125","0.705078125","0.705078125","0.6953125","0.6953125","0.6953125","0.2939453125","0.2939453125","0.2939453125","0.0009765625","0.0009765625","0.0009765625","0.302734375","0.302734375","0.302734375","0.001953125","0.001953125","0.001953125","0.11551351394155063","0.11551351394155063","0.11551351394155063"
"105","0.7099609375","0.7099609375","0.7099609375","0.677734375","0.677734375","0.677734375","0.2861328125","0.2861328125","0.2861328125","0.00390625","0.00390625","0.00390625","0.3203125","0.3203125","0.3203125","0.001953125","0.001953125","0.001953125","0.12541256664553657","0.12541256664553657","0.12541256664553657","0.7373046875","0.7373046875","0.7373046875","0.68359375","0.68359375","0.68359375","0.2587890625","0.2587890625","0.2587890625","0.00390625","0.00390625","0.00390625","0.3115234375","0.3115234375","0.3115234375","0.0048828125","0.0048828125","0.0048828125","0.11874195287236944","0.11874195287236944","0.11874195287236944","0.69921875","0.69921875","0.69921875","0.693359375","0.693359375","0.693359375","0.296875","0.296875","0.296875","0.00390625","0.00390625","0.00390625","0.3046875","0.3046875","0.3046875","0.001953125","0.001953125","0.001953125","0.123828191877692","0.123828191877692","0.123828191877692"
"106","0.72265625","0.72265625","0.72265625","0.6875","0.6875","0.6875","0.2724609375","0.2724609375","0.2724609375","0.0048828125","0.0048828125","0.0048828125","0.30859375","0.30859375","0.30859375","0.00390625","0.00390625","0.00390625","0.11662737889855634","0.11662737889855634","0.11662737889855634","0.689453125","0.689453125","0.689453125","0.7001953125","0.7001953125","0.7001953125","0.30859375","0.30859375","0.30859375","0.001953125","0.001953125","0.001953125","0.298828125","0.298828125","0.298828125","0.0009765625","0.0009765625","0.0009765625","0.11445760834612884","0.11445760834612884","0.11445760834612884","0.7587890625","0.7587890625","0.7587890625","0.6982421875","0.6982421875","0.6982421875","0.236328125","0.236328125","0.236328125","0.0048828125","0.0048828125","0.0048828125","0.298828125","0.298828125","0.298828125","0.0029296875","0.0029296875","0.0029296875","0.11851953489531297","0.11851953489531297","0.11851953489531297"
"107","0.7626953125","0.7626953125","0.7626953125","0.697265625","0.697265625","0.697265625","0.2333984375","0.2333984375","0.2333984375","0.00390625","0.00390625","0.00390625","0.298828125","0.298828125","0.298828125","0.00390625","0.00390625","0.00390625","0.12203926684924227","0.12203926684924227","0.12203926684924227","0.625","0.625","0.625","0.6865234375","0.6865234375","0.6865234375","0.3740234375","0.3740234375","0.3740234375","0.0009765625","0.0009765625","0.0009765625","0.310546875","0.310546875","0.310546875","0.0029296875","0.0029296875","0.0029296875","0.12380343526456272","0.12380343526456272","0.12380343526456272","0.6845703125","0.6845703125","0.6845703125","0.70703125","0.70703125","0.70703125","0.3125","0.3125","0.3125","0.0029296875","0.0029296875","0.0029296875","0.2880859375","0.2880859375","0.2880859375","0.0048828125","0.0048828125","0.0048828125","0.11877264153736178","0.11877264153736178","0.11877264153736178"
"108","0.751953125","0.751953125","0.751953125","0.6943359375","0.6943359375","0.6943359375","0.2412109375","0.2412109375","0.2412109375","0.0068359375","0.0068359375","0.0068359375","0.3037109375","0.3037109375","0.3037109375","0.001953125","0.001953125","0.001953125","0.11714117089286447","0.11714117089286447","0.11714117089286447","0.7109375","0.7109375","0.7109375","0.6865234375","0.6865234375","0.6865234375","0.2880859375","0.2880859375","0.2880859375","0.0009765625","0.0009765625","0.0009765625","0.3125","0.3125","0.3125","0.0009765625","0.0009765625","0.0009765625","0.12279576419678051","0.12279576419678051","0.12279576419678051","0.7060546875","0.7060546875","0.7060546875","0.6728515625","0.6728515625","0.6728515625","0.2919921875","0.2919921875","0.2919921875","0.001953125","0.001953125","0.001953125","0.3251953125","0.3251953125","0.3251953125","0.001953125","0.001953125","0.001953125","0.12315246135403868","0.12315246135403868","0.12315246135403868"
"109","0.6123046875","0.6123046875","0.6123046875","0.693359375","0.693359375","0.693359375","0.3876953125","0.3876953125","0.3876953125","0","0","0","0.3017578125","0.3017578125","0.3017578125","0.0048828125","0.0048828125","0.0048828125","0.12054226564941928","0.12054226564941928","0.12054226564941928","0.6630859375","0.6630859375","0.6630859375","0.6689453125","0.6689453125","0.6689453125","0.3369140625","0.3369140625","0.3369140625","0","0","0","0.3291015625","0.3291015625","0.3291015625","0.001953125","0.001953125","0.001953125","0.1184574602812063","0.1184574602812063","0.1184574602812063","0.623046875","0.623046875","0.623046875","0.6845703125","0.6845703125","0.6845703125","0.376953125","0.376953125","0.376953125","0","0","0","0.3095703125","0.3095703125","0.3095703125","0.005859375","0.005859375","0.005859375","0.11774587338004494","0.11774587338004494","0.11774587338004494"
"110","0.7451171875","0.7451171875","0.7451171875","0.69921875","0.69921875","0.69921875","0.2548828125","0.2548828125","0.2548828125","0","0","0","0.298828125","0.298828125","0.298828125","0.001953125","0.001953125","0.001953125","0.11990554523072205","0.11990554523072205","0.11990554523072205","0.669921875","0.669921875","0.669921875","0.685546875","0.685546875","0.685546875","0.3291015625","0.3291015625","0.3291015625","0.0009765625","0.0009765625","0.0009765625","0.3115234375","0.3115234375","0.3115234375","0.0029296875","0.0029296875","0.0029296875","0.12352423133415869","0.12352423133415869","0.12352423133415869","0.72265625","0.72265625","0.72265625","0.7109375","0.7109375","0.7109375","0.2744140625","0.2744140625","0.2744140625","0.0029296875","0.0029296875","0.0029296875","0.2861328125","0.2861328125","0.2861328125","0.0029296875","0.0029296875","0.0029296875","0.11595914294593967","0.11595914294593967","0.11595914294593967"
"111","0.7119140625","0.7119140625","0.7119140625","0.6728515625","0.6728515625","0.6728515625","0.28515625","0.28515625","0.28515625","0.0029296875","0.0029296875","0.0029296875","0.322265625","0.322265625","0.322265625","0.0048828125","0.0048828125","0.0048828125","0.12269359242054634","0.12269359242054634","0.12269359242054634","0.6416015625","0.6416015625","0.6416015625","0.6943359375","0.6943359375","0.6943359375","0.3583984375","0.3583984375","0.3583984375","0","0","0","0.3037109375","0.3037109375","0.3037109375","0.001953125","0.001953125","0.001953125","0.11753180569212418","0.11753180569212418","0.11753180569212418","0.6826171875","0.6826171875","0.6826171875","0.6591796875","0.6591796875","0.6591796875","0.3173828125","0.3173828125","0.3173828125","0","0","0","0.33203125","0.33203125","0.33203125","0.0087890625","0.0087890625","0.0087890625","0.1369089396612253","0.1369089396612253","0.1369089396612253"
"112","0.7587890625","0.7587890625","0.7587890625","0.6962890625","0.6962890625","0.6962890625","0.236328125","0.236328125","0.236328125","0.0048828125","0.0048828125","0.0048828125","0.3017578125","0.3017578125","0.3017578125","0.001953125","0.001953125","0.001953125","0.12332658244122285","0.12332658244122285","0.12332658244122285","0.7734375","0.7734375","0.7734375","0.6845703125","0.6845703125","0.6845703125","0.2177734375","0.2177734375","0.2177734375","0.0087890625","0.0087890625","0.0087890625","0.3125","0.3125","0.3125","0.0029296875","0.0029296875","0.0029296875","0.11790343934262637","0.11790343934262637","0.11790343934262637","0.7451171875","0.7451171875","0.7451171875","0.71875","0.71875","0.71875","0.2529296875","0.2529296875","0.2529296875","0.001953125","0.001953125","0.001953125","0.2783203125","0.2783203125","0.2783203125","0.0029296875","0.0029296875","0.0029296875","0.1155162659852067","0.1155162659852067","0.1155162659852067"
"113","0.6728515625","0.6728515625","0.6728515625","0.6748046875","0.6748046875","0.6748046875","0.3251953125","0.3251953125","0.3251953125","0.001953125","0.001953125","0.001953125","0.3212890625","0.3212890625","0.3212890625","0.00390625","0.00390625","0.00390625","0.13485910520103062","0.13485910520103062","0.13485910520103062","0.6494140625","0.6494140625","0.6494140625","0.6904296875","0.6904296875","0.6904296875","0.349609375","0.349609375","0.349609375","0.0009765625","0.0009765625","0.0009765625","0.306640625","0.306640625","0.306640625","0.0029296875","0.0029296875","0.0029296875","0.12500863759487402","0.12500863759487402","0.12500863759487402","0.587890625","0.587890625","0.587890625","0.6748046875","0.6748046875","0.6748046875","0.4091796875","0.4091796875","0.4091796875","0.0029296875","0.0029296875","0.0029296875","0.3193359375","0.3193359375","0.3193359375","0.005859375","0.005859375","0.005859375","0.12417803428252228","0.12417803428252228","0.12417803428252228"
"114","0.734375","0.734375","0.734375","0.7041015625","0.7041015625","0.7041015625","0.265625","0.265625","0.265625","0","0","0","0.29296875","0.29296875","0.29296875","0.0029296875","0.0029296875","0.0029296875","0.11111886848811992","0.11111886848811992","0.11111886848811992","0.646484375","0.646484375","0.646484375","0.6826171875","0.6826171875","0.6826171875","0.353515625","0.353515625","0.353515625","0","0","0","0.3154296875","0.3154296875","0.3154296875","0.001953125","0.001953125","0.001953125","0.11816518252135211","0.11816518252135211","0.11816518252135211","0.6923828125","0.6923828125","0.6923828125","0.7001953125","0.7001953125","0.7001953125","0.3037109375","0.3037109375","0.3037109375","0.00390625","0.00390625","0.00390625","0.298828125","0.298828125","0.298828125","0.0009765625","0.0009765625","0.0009765625","0.11014977563172579","0.11014977563172579","0.11014977563172579"
"115","0.7578125","0.7578125","0.7578125","0.6669921875","0.6669921875","0.6669921875","0.2412109375","0.2412109375","0.2412109375","0.0009765625","0.0009765625","0.0009765625","0.330078125","0.330078125","0.330078125","0.0029296875","0.0029296875","0.0029296875","0.1287871810636716","0.1287871810636716","0.1287871810636716","0.740234375","0.740234375","0.740234375","0.6708984375","0.6708984375","0.6708984375","0.25390625","0.25390625","0.25390625","0.005859375","0.005859375","0.005859375","0.326171875","0.326171875","0.326171875","0.0029296875","0.0029296875","0.0029296875","0.1391524278515135","0.1391524278515135","0.1391524278515135","0.7177734375","0.7177734375","0.7177734375","0.6875","0.6875","0.6875","0.2802734375","0.2802734375","0.2802734375","0.001953125","0.001953125","0.001953125","0.3095703125","0.3095703125","0.3095703125","0.0029296875","0.0029296875","0.0029296875","0.11897641629911959","0.11897641629911959","0.11897641629911959"
